Label,Date,Lat,Lon,X,Y
Unidentified debris,Wed Jan 03 2024 14:30:24 GMT-0600 (Central Standard Time),30.3746904,-88.8417564,981593.8390628663,318095.93836428295
Unidentified debris,Wed Jan 03 2024 14:30:12 GMT-0600 (Central Standard Time),30.3746722,-88.8417449,981597.4650239585,318089.31891868205
Unidentified debris,Wed Jan 03 2024 14:30:06 GMT-0600 (Central Standard Time),30.3746793,-88.8417412,981598.6319874413,318091.9010381879
Unidentified debris,Wed Jan 03 2024 14:29:57 GMT-0600 (Central Standard Time),30.3746593,-88.8417474,981596.6763161981,318084.62736331526
Unidentified debris,Wed Jan 03 2024 14:29:50 GMT-0600 (Central Standard Time),30.3746563,-88.8417395,981599.1674512144,318083.5361054156
Unidentified debris,Wed Jan 03 2024 14:29:43 GMT-0600 (Central Standard Time),30.3746165,-88.8417303,981602.0675415236,318069.0609885829
Unidentified debris,Wed Jan 03 2024 14:29:34 GMT-0600 (Central Standard Time),30.3746288,-88.8417194,981605.5051214314,318073.53413329506
Unidentified debris,Wed Jan 03 2024 14:29:28 GMT-0600 (Central Standard Time),30.3746291,-88.8417266,981603.2346535029,318073.6434087008
Unidentified debris,Wed Jan 03 2024 14:29:19 GMT-0600 (Central Standard Time),30.3745896,-88.8417155,981606.7339079634,318059.2773552346
Unidentified debris,Wed Jan 03 2024 14:29:13 GMT-0600 (Central Standard Time),30.3746016,-88.8416773,981618.7803707615,318063.6407580964
Unidentified debris,Wed Jan 03 2024 14:29:06 GMT-0600 (Central Standard Time),30.3746518,-88.8416072,981640.8873167327,318081.89642519923
Unidentified debris,Wed Jan 03 2024 14:27:21 GMT-0600 (Central Standard Time),30.375718,-88.8439614,980898.5412741879,318469.72572146694
Unidentified debris,Wed Jan 03 2024 14:27:13 GMT-0600 (Central Standard Time),30.3757238,-88.8439522,980901.4426035117,318471.8348576061
Unidentified debris,Wed Jan 03 2024 14:27:07 GMT-0600 (Central Standard Time),30.3757346,-88.8439766,980893.7486672756,318475.7634429772
Unidentified debris,Wed Jan 03 2024 14:26:56 GMT-0600 (Central Standard Time),30.3757299,-88.8439569,980899.9607117509,318474.0535120006
Unidentified debris,Wed Jan 03 2024 14:26:49 GMT-0600 (Central Standard Time),30.3757348,-88.8439512,980901.7583187814,318475.83542971796
Unidentified debris,Wed Jan 03 2024 14:26:40 GMT-0600 (Central Standard Time),30.3757339,-88.8439562,980900.1815863886,318475.5082555487
Unidentified debris,Wed Jan 03 2024 14:26:32 GMT-0600 (Central Standard Time),30.3757202,-88.8439993,980886.5899485209,318470.5269648243
Unidentified debris,Wed Jan 03 2024 14:26:22 GMT-0600 (Central Standard Time),30.3757255,-88.8439949,980887.9776276009,318472.4543968566
Unidentified debris,Wed Jan 03 2024 14:26:16 GMT-0600 (Central Standard Time),30.375731,-88.8439822,980891.9826383117,318474.45432107855
Unidentified debris,Wed Jan 03 2024 14:26:09 GMT-0600 (Central Standard Time),30.375731,-88.8439976,980887.1263968654,318474.4547778098
Building materials,Wed Jan 03 2024 14:25:52 GMT-0600 (Central Standard Time),30.3757014,-88.8440683,980864.8308139333,318463.6916277355
Unidentified debris,Wed Jan 03 2024 14:25:38 GMT-0600 (Central Standard Time),30.3757374,-88.8440616,980866.9448346129,318476.784305771
Unidentified debris,Wed Jan 03 2024 14:25:30 GMT-0600 (Central Standard Time),30.3757597,-88.8440289,980877.2572290794,318484.8936415888
Unidentified debris,Wed Jan 03 2024 14:25:24 GMT-0600 (Central Standard Time),30.3757414,-88.8440708,980864.0438414098,318478.2393448243
Unidentified debris,Wed Jan 03 2024 14:25:14 GMT-0600 (Central Standard Time),30.3757384,-88.8440524,980869.8460000895,318477.14772226685
Unidentified debris,Wed Jan 03 2024 14:25:02 GMT-0600 (Central Standard Time),30.3757627,-88.8441102,980851.6201695845,318485.9871439846
Unidentified debris,Wed Jan 03 2024 14:24:49 GMT-0600 (Central Standard Time),30.3757949,-88.8441235,980847.427259455,318497.69839535665
Unidentified debris,Wed Jan 03 2024 14:24:40 GMT-0600 (Central Standard Time),30.3757779,-88.8441185,980849.0033716924,318491.51549716573
Unidentified debris,Wed Jan 03 2024 14:24:33 GMT-0600 (Central Standard Time),30.3757747,-88.8441545,980837.6510132288,318490.3527681406
Unidentified debris,Wed Jan 03 2024 14:24:24 GMT-0600 (Central Standard Time),30.3757796,-88.8441739,980831.5335835863,318492.1354391213
Unidentified debris,Wed Jan 03 2024 14:24:15 GMT-0600 (Central Standard Time),30.3757829,-88.8441699,980832.7950591627,318493.3354989753
Unidentified debris,Wed Jan 03 2024 14:24:06 GMT-0600 (Central Standard Time),30.3757692,-88.8441753,980831.0917453825,318488.35309430945
Unidentified debris,Wed Jan 03 2024 14:23:59 GMT-0600 (Central Standard Time),30.3757877,-88.8441964,980824.4387115687,318495.08201626205
Unidentified debris,Wed Jan 03 2024 14:23:51 GMT-0600 (Central Standard Time),30.3757945,-88.8441805,980829.4528570567,318497.554635148
Unidentified debris,Wed Jan 03 2024 14:23:43 GMT-0600 (Central Standard Time),30.3757912,-88.8442061,980821.3800340516,318496.35522837355
Unidentified debris,Wed Jan 03 2024 14:23:35 GMT-0600 (Central Standard Time),30.3757957,-88.8441994,980823.492970076,318497.99163548154
Unidentified debris,Wed Jan 03 2024 14:23:27 GMT-0600 (Central Standard Time),30.375798,-88.8441982,980823.8714584612,318498.8280886455
Unidentified debris,Wed Jan 03 2024 14:23:16 GMT-0600 (Central Standard Time),30.3758074,-88.8442169,980817.9749262449,318502.2473505812
Unidentified debris,Wed Jan 03 2024 14:23:08 GMT-0600 (Central Standard Time),30.3758116,-88.8442423,980809.9654345523,318503.77562330646
Unidentified debris,Wed Jan 03 2024 14:20:52 GMT-0600 (Central Standard Time),30.3700525,-88.8395277,982296.5533457508,316409.1311413784
Unidentified debris,Wed Jan 03 2024 14:16:53 GMT-0600 (Central Standard Time),30.3688159,-88.8351964,983662.4585550791,315959.34265593544
Building materials,Wed Jan 03 2024 14:16:36 GMT-0600 (Central Standard Time),30.3688583,-88.8351104,983689.5799757249,315974.7627049211
Unidentified debris,Wed Jan 03 2024 14:16:24 GMT-0600 (Central Standard Time),30.368787,-88.8348665,983766.4965163912,315948.8304366577
Unidentified debris,Wed Jan 03 2024 14:15:59 GMT-0600 (Central Standard Time),30.3684459,-88.8339157,984066.3426745837,315824.77275364136
Unidentified debris,Wed Jan 03 2024 14:15:24 GMT-0600 (Central Standard Time),30.3670146,-88.8308056,985047.1670277143,315304.23079917586
Unidentified debris,Wed Jan 03 2024 14:15:06 GMT-0600 (Central Standard Time),30.3665548,-88.8303009,985206.3378957241,315137.00978439936
Unidentified debris,Wed Jan 03 2024 14:13:15 GMT-0600 (Central Standard Time),30.36632,-88.8298925,985335.1375148582,315051.6189237692
Unidentified debris,Wed Jan 03 2024 14:12:56 GMT-0600 (Central Standard Time),30.3656694,-88.8283303,985827.819839696,314815.02022671205
Unidentified debris,Wed Jan 03 2024 14:11:13 GMT-0600 (Central Standard Time),30.3651107,-88.8273639,986132.606663011,314611.8411069631
Unidentified debris,Wed Jan 03 2024 14:11:05 GMT-0600 (Central Standard Time),30.3650935,-88.8272559,986166.6674374378,314605.58744103997
Unidentified debris,Wed Jan 03 2024 14:10:58 GMT-0600 (Central Standard Time),30.3650818,-88.8272351,986173.2274557825,314601.33261493006
Unidentified debris,Wed Jan 03 2024 14:10:50 GMT-0600 (Central Standard Time),30.3650818,-88.8272321,986174.1735793663,314601.3326658455
Unidentified debris,Wed Jan 03 2024 14:10:41 GMT-0600 (Central Standard Time),30.3650818,-88.8272288,986175.2143153105,314601.33272188593
Unidentified debris,Wed Jan 03 2024 14:10:27 GMT-0600 (Central Standard Time),30.3650394,-88.8270115,986243.7460603544,314585.9160029111
Unidentified debris,Wed Jan 03 2024 14:07:30 GMT-0600 (Central Standard Time),30.3649409,-88.8268269,986301.9662798002,314550.0957871943
Unidentified debris,Wed Jan 03 2024 14:07:21 GMT-0600 (Central Standard Time),30.3649409,-88.8268164,986305.2777170901,314550.0959774396
Unidentified debris,Wed Jan 03 2024 14:07:05 GMT-0600 (Central Standard Time),30.36501,-88.8267056,986340.2197953782,314575.2290144116
Unidentified debris,Wed Jan 03 2024 14:06:57 GMT-0600 (Central Standard Time),30.3650556,-88.8266811,986347.9455036122,314591.81375214655
Unidentified debris,Wed Jan 03 2024 14:06:47 GMT-0600 (Central Standard Time),30.365064,-88.8268382,986298.3999769621,314594.8658785032
Unidentified debris,Wed Jan 03 2024 14:06:39 GMT-0600 (Central Standard Time),30.3650381,-88.8268423,986297.1074806113,314585.4462214302
Unidentified debris,Wed Jan 03 2024 14:06:29 GMT-0600 (Central Standard Time),30.3649215,-88.8267919,986313.0048113075,314543.0408276791
Unidentified debris,Wed Jan 03 2024 14:06:16 GMT-0600 (Central Standard Time),30.3649102,-88.8266509,986357.4729346085,314538.9337195754
Unidentified debris,Wed Jan 03 2024 14:06:10 GMT-0600 (Central Standard Time),30.3649271,-88.8265621,986385.4778744215,314545.0817503751
Unidentified debris,Wed Jan 03 2024 14:06:04 GMT-0600 (Central Standard Time),30.3649462,-88.8265594,986386.3289718352,314552.02828898164
Unidentified debris,Wed Jan 03 2024 14:05:49 GMT-0600 (Central Standard Time),30.3648016,-88.8265919,986376.0824134427,314499.438038295
Unidentified debris,Wed Jan 03 2024 14:05:39 GMT-0600 (Central Standard Time),30.3647899,-88.8265775,986380.6240732236,314495.18313043826
Aquaculture gear,Wed Jan 03 2024 14:05:24 GMT-0600 (Central Standard Time),30.364808,-88.8265934,986375.6092118933,314501.76562903693
Unidentified debris,Wed Jan 03 2024 14:04:07 GMT-0600 (Central Standard Time),30.3647455,-88.8264772,986412.2572091272,314479.0371739786
Unidentified debris,Wed Jan 03 2024 14:04:01 GMT-0600 (Central Standard Time),30.3647501,-88.8264735,986413.4239976214,314480.7102206377
Unidentified debris,Wed Jan 03 2024 14:03:54 GMT-0600 (Central Standard Time),30.3647543,-88.8264774,986412.1939404174,314482.2376460957
Unidentified debris,Wed Jan 03 2024 14:03:46 GMT-0600 (Central Standard Time),30.3647491,-88.8264673,986415.3793483288,314480.34664858435
Unidentified debris,Wed Jan 03 2024 14:03:36 GMT-0600 (Central Standard Time),30.3648509,-88.8264035,986435.4980477202,314517.371560878
Unidentified debris,Wed Jan 03 2024 14:03:28 GMT-0600 (Central Standard Time),30.3648822,-88.8264226,986429.4736860062,314528.7547042879
Unidentified debris,Wed Jan 03 2024 14:03:20 GMT-0600 (Central Standard Time),30.3648495,-88.8263989,986436.9488051067,314516.86248297093
Unidentified debris,Wed Jan 03 2024 14:03:09 GMT-0600 (Central Standard Time),30.3648304,-88.8264645,986416.260608126,314509.9147355872
Unidentified debris,Wed Jan 03 2024 14:03:03 GMT-0600 (Central Standard Time),30.3648257,-88.8264598,986417.7429758607,314508.2054803252
Unidentified debris,Wed Jan 03 2024 14:02:51 GMT-0600 (Central Standard Time),30.3648143,-88.8264476,986421.59080701,314504.0596427256
Unidentified debris,Wed Jan 03 2024 14:02:45 GMT-0600 (Central Standard Time),30.3647929,-88.8264358,986425.3127102008,314496.2768933796
Unidentified debris,Wed Jan 03 2024 14:02:29 GMT-0600 (Central Standard Time),30.3647897,-88.8264305,986426.9842709919,314495.11318569584
Unidentified debris,Wed Jan 03 2024 14:02:22 GMT-0600 (Central Standard Time),30.3647871,-88.8264405,986423.8305738406,314494.16739860206
Unidentified debris,Wed Jan 03 2024 14:02:16 GMT-0600 (Central Standard Time),30.3647608,-88.8264355,986425.408033318,314484.60243574774
Unidentified debris,Wed Jan 03 2024 14:02:10 GMT-0600 (Central Standard Time),30.3647533,-88.8264405,986423.8313214035,314481.87466146343
Unidentified debris,Wed Jan 03 2024 14:01:21 GMT-0600 (Central Standard Time),30.3635299,-88.8239699,987203.0349923283,314036.99168466154
Aquaculture gear,Wed Jan 03 2024 14:00:55 GMT-0600 (Central Standard Time),30.3631385,-88.8236276,987311.0015870932,313894.652355037
Unidentified debris,Wed Jan 03 2024 13:58:03 GMT-0600 (Central Standard Time),30.3629489,-88.822868,987550.5711826864,313825.7179797143
Unidentified debris,Wed Jan 03 2024 13:57:57 GMT-0600 (Central Standard Time),30.3629454,-88.8228966,987541.5513926055,313824.4442318499
Unidentified debris,Wed Jan 03 2024 13:57:51 GMT-0600 (Central Standard Time),30.3629536,-88.8228946,987542.1818807328,313827.42655079125
Unidentified debris,Wed Jan 03 2024 13:57:29 GMT-0600 (Central Standard Time),30.3627944,-88.8225506,987650.6785758835,313769.5372038849
Unidentified debris,Wed Jan 03 2024 13:57:20 GMT-0600 (Central Standard Time),30.3627923,-88.8226033,987634.0580236663,313768.7718769638
Unidentified debris,Wed Jan 03 2024 13:57:15 GMT-0600 (Central Standard Time),30.3627696,-88.8225915,987637.7803121735,313760.5164587484
Unidentified debris,Wed Jan 03 2024 13:57:09 GMT-0600 (Central Standard Time),30.3627964,-88.822522,987659.6984279695,313770.26544374455
Unidentified debris,Wed Jan 03 2024 13:57:01 GMT-0600 (Central Standard Time),30.3627578,-88.82253,987657.1767110565,313756.22675611
Unidentified debris,Wed Jan 03 2024 13:56:55 GMT-0600 (Central Standard Time),30.3627277,-88.8224869,987670.770722205,313745.2809750824
Unidentified debris,Wed Jan 03 2024 13:56:48 GMT-0600 (Central Standard Time),30.3627531,-88.822445,987683.9843441332,313754.5199765615
Unidentified debris,Wed Jan 03 2024 13:56:43 GMT-0600 (Central Standard Time),30.3627166,-88.8224222,987691.1763315992,313741.24597073486
Unidentified debris,Wed Jan 03 2024 13:56:33 GMT-0600 (Central Standard Time),30.3626681,-88.8223798,987704.5502379703,313723.6082792353
Unidentified debris,Wed Jan 03 2024 13:56:27 GMT-0600 (Central Standard Time),30.362659,-88.8223475,987714.7374062013,313720.2996830528
Unidentified debris,Wed Jan 03 2024 13:56:19 GMT-0600 (Central Standard Time),30.3625855,-88.8222968,987730.7298917196,313693.5699970693
Unidentified debris,Wed Jan 03 2024 13:56:04 GMT-0600 (Central Standard Time),30.3626198,-88.8221294,987783.5236958668,313706.04975477373
Building materials,Wed Jan 03 2024 13:55:06 GMT-0600 (Central Standard Time),30.3626691,-88.8219772,987831.5231053679,313723.9844649183
Unidentified debris,Wed Jan 03 2024 13:54:52 GMT-0600 (Central Standard Time),30.3626761,-88.8218746,987863.8810690909,313726.5335537154
Unidentified debris,Wed Jan 03 2024 13:54:42 GMT-0600 (Central Standard Time),30.3626857,-88.8217929,987889.6474433938,313730.0275949841
Unidentified debris,Wed Jan 03 2024 13:54:18 GMT-0600 (Central Standard Time),30.3626947,-88.8217762,987894.9139927101,313733.3013446098
Unidentified debris,Wed Jan 03 2024 13:54:04 GMT-0600 (Central Standard Time),30.3626898,-88.8217973,987888.2596098777,313731.5185840973
Unidentified debris,Wed Jan 03 2024 13:53:08 GMT-0600 (Central Standard Time),30.3659962,-88.8197434,988535.8789442634,314934.0964079335
Unidentified debris,Wed Jan 03 2024 13:53:04 GMT-0600 (Central Standard Time),30.3659975,-88.8197482,988534.365103918,314934.56902413105
Unidentified debris,Wed Jan 03 2024 13:52:56 GMT-0600 (Central Standard Time),30.3660031,-88.8197461,988535.027140109,314936.60577043175
Unidentified debris,Wed Jan 03 2024 13:52:50 GMT-0600 (Central Standard Time),30.3660033,-88.8197415,988536.4778406332,314936.6786824787
Unidentified debris,Wed Jan 03 2024 13:52:44 GMT-0600 (Central Standard Time),30.3660078,-88.8197506,988533.6077631696,314938.3149457777
Unidentified debris,Wed Jan 03 2024 13:52:33 GMT-0600 (Central Standard Time),30.3659781,-88.8196927,988551.8690764956,314927.51553029806
Unidentified debris,Wed Jan 03 2024 13:52:24 GMT-0600 (Central Standard Time),30.365889,-88.8196634,988561.1133743502,314895.1118185685
Unidentified debris,Wed Jan 03 2024 13:50:43 GMT-0600 (Central Standard Time),30.3658753,-88.8197036,988548.4360214823,314890.12773169496
Unidentified debris,Wed Jan 03 2024 13:49:17 GMT-0600 (Central Standard Time),30.3658309,-88.819679,988556.1961176844,314873.98080676154
Unidentified debris,Wed Jan 03 2024 13:49:08 GMT-0600 (Central Standard Time),30.3658126,-88.819676,988557.1430360485,314867.3253844232
Unidentified debris,Wed Jan 03 2024 13:49:02 GMT-0600 (Central Standard Time),30.3657933,-88.81976,988530.6526129795,314860.30297525856
Unidentified debris,Wed Jan 03 2024 13:48:53 GMT-0600 (Central Standard Time),30.3657664,-88.8196743,988557.6811936891,314850.52294753725
Unidentified debris,Wed Jan 03 2024 13:48:47 GMT-0600 (Central Standard Time),30.3657729,-88.8197149,988544.8767928529,314852.8853950603
Unidentified debris,Wed Jan 03 2024 13:48:39 GMT-0600 (Central Standard Time),30.365748,-88.819658,988562.8225701692,314843.83166208974
Unidentified debris,Wed Jan 03 2024 13:48:30 GMT-0600 (Central Standard Time),30.3656913,-88.8196587,988562.6042974598,314823.2103838459
Unidentified debris,Wed Jan 03 2024 13:48:20 GMT-0600 (Central Standard Time),30.3655611,-88.8196275,988572.4496479526,314775.85906933673
Unidentified debris,Wed Jan 03 2024 13:47:48 GMT-0600 (Central Standard Time),30.3655474,-88.8196339,988570.4318630286,314770.8762655297
Unidentified debris,Wed Jan 03 2024 13:44:59 GMT-0600 (Central Standard Time),30.3654593,-88.8196066,988579.0454274389,314738.83617481735
Unidentified debris,Wed Jan 03 2024 13:44:52 GMT-0600 (Central Standard Time),30.3653923,-88.8195925,988583.4951453866,314714.4694509221
Unidentified debris,Wed Jan 03 2024 13:44:43 GMT-0600 (Central Standard Time),30.3653537,-88.8195972,988582.0145911176,314700.4308185241
Unidentified debris,Wed Jan 03 2024 13:44:38 GMT-0600 (Central Standard Time),30.3653175,-88.8195886,988584.7284011453,314687.2655518347
Unidentified debris,Wed Jan 03 2024 13:44:31 GMT-0600 (Central Standard Time),30.3653226,-88.8195913,988583.8766670687,314689.1202700408
Unidentified debris,Wed Jan 03 2024 13:44:06 GMT-0600 (Central Standard Time),30.3650993,-88.8195586,988594.1992588489,314607.90943852434
Unidentified debris,Wed Jan 03 2024 13:38:29 GMT-0600 (Central Standard Time),30.3650256,-88.8195501,988596.8832014245,314581.105776915
Building materials,Wed Jan 03 2024 13:38:17 GMT-0600 (Central Standard Time),30.3650512,-88.8195457,988598.2697175819,314590.4164216391
Building materials,Wed Jan 03 2024 13:37:48 GMT-0600 (Central Standard Time),30.3649841,-88.8195638,988592.564401467,314566.01209747145
Unidentified debris,Wed Jan 03 2024 13:37:40 GMT-0600 (Central Standard Time),30.3649263,-88.8195456,988598.306780797,314544.99148652796
Unidentified debris,Wed Jan 03 2024 13:37:30 GMT-0600 (Central Standard Time),30.3649299,-88.8195404,988599.9465716281,314546.300971716
Unidentified debris,Wed Jan 03 2024 13:37:16 GMT-0600 (Central Standard Time),30.3648736,-88.8195308,988602.9766652732,314525.8255674314
Unidentified debris,Wed Jan 03 2024 13:37:01 GMT-0600 (Central Standard Time),30.3648281,-88.8195285,988603.7040437018,314509.27774000604
Unidentified debris,Wed Jan 03 2024 13:36:51 GMT-0600 (Central Standard Time),30.3648268,-88.8195226,988605.5648158512,314508.8051690925
Unidentified debris,Wed Jan 03 2024 13:36:36 GMT-0600 (Central Standard Time),30.3648231,-88.8195191,988606.6687935833,314507.4596489265
Unidentified debris,Wed Jan 03 2024 13:36:23 GMT-0600 (Central Standard Time),30.3648246,-88.8195196,988606.5110394148,314508.00516539003
Unidentified debris,Wed Jan 03 2024 13:36:16 GMT-0600 (Central Standard Time),30.3648082,-88.8195241,988605.0925769977,314502.0404690043
Unidentified debris,Wed Jan 03 2024 13:36:05 GMT-0600 (Central Standard Time),30.3647745,-88.8195467,988597.966583546,314489.7832330723
Unidentified debris,Wed Jan 03 2024 13:35:57 GMT-0600 (Central Standard Time),30.3647783,-88.8195452,988598.4394787031,314491.16531433474
Unidentified debris,Wed Jan 03 2024 13:35:34 GMT-0600 (Central Standard Time),30.3645314,-88.8194849,988617.467592868,314401.372461836
Unidentified debris,Wed Jan 03 2024 13:35:23 GMT-0600 (Central Standard Time),30.3645058,-88.819506,988610.8142888047,314392.06117421266
Unidentified debris,Wed Jan 03 2024 13:35:13 GMT-0600 (Central Standard Time),30.3644764,-88.8195224,988605.6434190439,314381.368044787
Unidentified debris,Wed Jan 03 2024 13:35:03 GMT-0600 (Central Standard Time),30.3644604,-88.8195206,988606.2118058285,314375.5490670029
Unidentified debris,Wed Jan 03 2024 13:34:47 GMT-0600 (Central Standard Time),30.3643638,-88.8195208,988606.1530118586,314340.4165636048
Unidentified debris,Wed Jan 03 2024 13:34:32 GMT-0600 (Central Standard Time),30.3642145,-88.8194711,988621.8338813805,314286.11949667684
Unidentified debris,Wed Jan 03 2024 13:34:22 GMT-0600 (Central Standard Time),30.3642,-88.8194701,988622.1499036907,314280.84602415375
Unidentified debris,Wed Jan 03 2024 13:34:14 GMT-0600 (Central Standard Time),30.3642259,-88.8194715,988621.7072234025,314290.26555205166
Unidentified debris,Wed Jan 03 2024 13:34:05 GMT-0600 (Central Standard Time),30.3641212,-88.8194711,988621.8380313062,314252.1871806536
Unidentified debris,Wed Jan 03 2024 13:33:57 GMT-0600 (Central Standard Time),30.3642022,-88.8194683,988622.7174850701,314281.64621251647
Building Materials,Wed Jan 03 2024 13:33:34 GMT-0600 (Central Standard Time),30.3640011,-88.8195206,988606.2321622929,314208.5060563003
Unidentified debris,Wed Jan 03 2024 13:33:24 GMT-0600 (Central Standard Time),30.3640199,-88.8195268,988604.2759858507,314215.3431977673
Unidentified debris,Wed Jan 03 2024 13:33:16 GMT-0600 (Central Standard Time),30.364024,-88.8195209,988606.1365339815,314216.83455515094
Unidentified debris,Wed Jan 03 2024 13:33:07 GMT-0600 (Central Standard Time),30.3640275,-88.8195166,988607.4925038954,314218.10763687
Unidentified debris,Wed Jan 03 2024 13:33:00 GMT-0600 (Central Standard Time),30.3640205,-88.8195147,988608.0920323073,314215.5618770453
Unidentified debris,Wed Jan 03 2024 13:32:34 GMT-0600 (Central Standard Time),30.3637888,-88.8195352,988601.6370427308,314131.2940229121
Unidentified debris,Wed Jan 03 2024 13:32:15 GMT-0600 (Central Standard Time),30.3635316,-88.8195191,988606.7260397993,314037.75347308716
Unidentified debris,Wed Jan 03 2024 13:32:07 GMT-0600 (Central Standard Time),30.3635328,-88.8195137,988608.4290359197,314038.1901091438
Unidentified debris,Wed Jan 03 2024 13:31:45 GMT-0600 (Central Standard Time),30.3635133,-88.8195124,988608.8398940224,314031.0981966789
Unidentified debris,Wed Jan 03 2024 13:31:05 GMT-0600 (Central Standard Time),30.3635626,-88.8195083,988610.1307633299,314049.02829026146
Unidentified debris,Wed Jan 03 2024 13:30:47 GMT-0600 (Central Standard Time),30.3636844,-88.8195372,988601.0109068158,314093.3246689809
Unidentified debris,Wed Jan 03 2024 13:30:36 GMT-0600 (Central Standard Time),30.3636682,-88.8195181,988607.0353641269,314087.433618337
Unidentified debris,Wed Jan 03 2024 13:30:29 GMT-0600 (Central Standard Time),30.3636624,-88.8195119,988608.9909715648,314085.3244524515
Unidentified debris,Wed Jan 03 2024 13:30:10 GMT-0600 (Central Standard Time),30.363431,-88.8195021,988612.0919559253,314001.1668746855
Unidentified debris,Wed Jan 03 2024 13:29:49 GMT-0600 (Central Standard Time),30.3632131,-88.819556,988595.1026156143,313921.9166725794
Unidentified debris,Wed Jan 03 2024 13:29:42 GMT-0600 (Central Standard Time),30.3631485,-88.8195095,988609.770675482,313898.4240606422
Unidentified debris,Wed Jan 03 2024 13:29:33 GMT-0600 (Central Standard Time),30.3631551,-88.8194802,988619.0110376535,313900.82554519124
Unidentified debris,Wed Jan 03 2024 13:29:26 GMT-0600 (Central Standard Time),30.3631464,-88.8195005,988612.6091952978,313897.6606571613
Unidentified debris,Wed Jan 03 2024 13:29:06 GMT-0600 (Central Standard Time),30.3629354,-88.8194477,988629.2706991391,313820.92402819754
Unidentified debris,Wed Jan 03 2024 13:28:50 GMT-0600 (Central Standard Time),30.3628686,-88.8194866,988617.0053297313,313796.62801217474
Unidentified debris,Wed Jan 03 2024 13:28:41 GMT-0600 (Central Standard Time),30.362867,-88.8194822,988618.3930800305,313796.04627716733
Unidentified debris,Wed Jan 03 2024 13:28:29 GMT-0600 (Central Standard Time),30.3628731,-88.8194753,988620.5689421002,313798.2650542621
Unidentified debris,Wed Jan 03 2024 13:28:21 GMT-0600 (Central Standard Time),30.3628606,-88.8194822,988618.3933644593,313793.7186589511
Unidentified debris,Wed Jan 03 2024 13:28:12 GMT-0600 (Central Standard Time),30.3628603,-88.819479,988619.4025991014,313793.60967518936
Unidentified debris,Wed Jan 03 2024 13:28:05 GMT-0600 (Central Standard Time),30.3628317,-88.8194624,988624.6392075069,313783.2087716104
Unidentified debris,Wed Jan 03 2024 13:27:44 GMT-0600 (Central Standard Time),30.3627215,-88.8192108,988703.9942496696,313743.139894316
Unidentified debris,Wed Jan 03 2024 13:27:27 GMT-0600 (Central Standard Time),30.3626546,-88.8193927,988646.6292371037,313718.80190932425
Unidentified debris,Wed Jan 03 2024 13:27:12 GMT-0600 (Central Standard Time),30.3625786,-88.8193836,988649.5026178244,313691.1617971808
Unidentified debris,Wed Jan 03 2024 13:27:02 GMT-0600 (Central Standard Time),30.3625749,-88.8193771,988651.5527701698,313689.8163953056
Unidentified debris,Wed Jan 03 2024 13:26:51 GMT-0600 (Central Standard Time),30.362524,-88.8193771,988651.5550494116,313671.30455759936
Unidentified debris,Wed Jan 03 2024 13:25:23 GMT-0600 (Central Standard Time),30.3623888,-88.8192817,988681.6486581609,313622.1373430521
Unidentified debris,Wed Jan 03 2024 13:25:15 GMT-0600 (Central Standard Time),30.3623946,-88.8193134,988671.6507506882,313624.24550895183
Unidentified debris,Wed Jan 03 2024 13:25:03 GMT-0600 (Central Standard Time),30.3623947,-88.8193102,988672.6599722801,313624.2820028192
Unidentified debris,Wed Jan 03 2024 13:24:55 GMT-0600 (Central Standard Time),30.3623996,-88.81931,988672.7228284396,313626.06409319513
Unidentified debris,Wed Jan 03 2024 13:24:33 GMT-0600 (Central Standard Time),30.3623772,-88.819299,988676.193051613,313617.91785940167
Unidentified debris,Wed Jan 03 2024 13:24:24 GMT-0600 (Central Standard Time),30.362337,-88.8193375,988664.052603235,313603.2960073451
Unidentified debris,Wed Jan 03 2024 13:24:14 GMT-0600 (Central Standard Time),30.3623302,-88.8193469,988661.0883050063,313600.82254727173
Unidentified debris,Wed Jan 03 2024 13:24:06 GMT-0600 (Central Standard Time),30.3623296,-88.8193397,988663.3590921414,313600.60461334186
Unidentified debris,Wed Jan 03 2024 13:23:56 GMT-0600 (Central Standard Time),30.3623231,-88.8193364,988664.400149149,313598.24075479235
Unidentified debris,Wed Jan 03 2024 13:23:41 GMT-0600 (Central Standard Time),30.3622956,-88.8193053,988674.2098101159,313588.2404836346
Building materials,Wed Jan 03 2024 13:23:18 GMT-0600 (Central Standard Time),30.3622346,-88.8193218,988669.0087251404,313566.05473095324
Unidentified debris,Wed Jan 03 2024 13:23:10 GMT-0600 (Central Standard Time),30.3621705,-88.8193504,988659.991628038,313542.7410683292
Unidentified debris,Wed Jan 03 2024 13:22:55 GMT-0600 (Central Standard Time),30.3620522,-88.8192678,988686.0476747027,313499.71972842317
Unidentified debris,Wed Jan 03 2024 13:22:47 GMT-0600 (Central Standard Time),30.3620457,-88.8192579,988689.170272349,313497.3561290416
Unidentified debris,Wed Jan 03 2024 13:22:29 GMT-0600 (Central Standard Time),30.3619906,-88.8193385,988663.7527740035,313477.3136461445
Building Materials,Wed Jan 03 2024 13:22:14 GMT-0600 (Central Standard Time),30.3618973,-88.8193182,988670.1592737624,313443.38213268074
Unidentified debris,Wed Jan 03 2024 13:21:50 GMT-0600 (Central Standard Time),30.3619752,-88.8193296,988666.5603875398,313471.71316223475
